order_id,customer_id,order_date,suburb,state,postcode,product_category,quantity,unit_price_aud,discount_pct,shipping_fee_aud,sales_channel,payment_method,net_revenue_aud
ORD00769,CUST0118,2024-05-31,Geelong,VIC,3220,Electronics,1,424.23,10,0.0,Mobile App,PayPal,381.81
ORD00240,CUST0057,2024-05-31,Townsville,QLD,4810,Pet Care,3,35.14,0,12.99,Online,Mastercard,118.41
ORD00408,CUST0170,2024-06-01,Bunbury,WA,6230,Fashion,2,76.17,15,9.99,Mobile App,Mastercard,139.48
ORD00908,CUST0104,2024-06-01,Melbourne,VIC,3000,Household,4,64.34,10,4.99,Online,Mastercard,236.61
ORD00489,CUST0192,2024-06-01,Mount Gambier,SA,5290,Household,1,28.71,10,7.99,Mobile App,Apple Pay,33.83
ORD00875,CUST0101,2024-06-01,Geelong,VIC,3220,Fashion,3,107.99,15,7.99,Online,Apple Pay,283.36
ORD01297,CUST0081,2024-06-01,Dandenong,VIC,3175,Baby,3,34.39,5,0.0,Online,Visa,98.01
ORD00913,CUST0206,2024-06-02,Bunbury,WA,6230,Electronics,2,644.39,0,0.0,In-Store,Mastercard,1288.78
ORD00254,CUST0151,2024-06-02,Parramatta,NSW,2150,Groceries,1,48.4,10,4.99,Online,Visa,48.55
ORD01147,CUST0140,2024-06-02,Adelaide,SA,5000,Groceries,1,58.95,20,7.99,Online,Apple Pay,55.15
ORD00267,CUST0111,2024-06-02,Wollongong,NSW,2500,Sports,3,75.45,15,7.99,Online,Apple Pay,200.39
ORD00556,CUST0218,2024-06-02,Perth,WA,6000,Baby,5,116.42,5,12.99,Online,PayPal,565.99
ORD01275,CUST0174,2024-06-03,Perth,WA,6000,Beauty,2,65.71,0,4.99,In-Store,Mastercard,136.41
ORD00430,CUST0122,2024-06-03,Geelong,VIC,3220,Pet Care,2,86.04,0,4.99,Online,Visa,177.07
ORD01366,CUST0190,2024-06-03,Parramatta,NSW,2150,Fashion,2,60.0,0,7.99,Mobile App,Afterpay,127.99
ORD01202,CUST0179,2024-06-04,Fremantle,WA,6160,Groceries,4,52.25,15,9.99,In-Store,Visa,187.64
ORD01398,CUST0010,2024-06-04,Perth,WA,6000,Electronics,1,214.32,0,12.99,Mobile App,PayPal,227.31
ORD00964,CUST0011,2024-06-04,Gold Coast,QLD,4217,Beauty,1,49.09,0,9.99,Online,Visa,59.08
ORD00820,CUST0153,2024-06-04,Wollongong,NSW,2500,Beauty,5,106.43,20,0.0,Online,PayPal,425.72
ORD00491,CUST0011,2024-06-05,Gold Coast,QLD,4217,Groceries,1,24.03,5,4.99,Online,PayPal,27.82
ORD00849,CUST0080,2024-06-05,Canberra,ACT,2600,Beauty,1,89.74,15,0.0,Online,Visa,76.28
ORD00965,CUST0037,2024-06-05,Sydney,NSW,2000,Groceries,1,47.95,5,0.0,In-Store,Visa,45.55
ORD01163,CUST0120,2024-06-05,Perth,WA,6000,Beauty,1,80.05,0,7.99,Mobile App,Visa,88.04
ORD00154,CUST0140,2024-06-05,Adelaide,SA,5000,Household,1,66.44,0,9.99,Online,Afterpay,76.43
ORD00570,CUST0089,2024-06-06,Ballarat,VIC,3350,Electronics,2,419.31,0,0.0,Online,Visa,838.62
ORD00073,CUST0215,2024-06-07,Cairns,QLD,4870,Groceries,2,14.89,0,4.99,Mobile App,Visa,34.77
ORD00323,CUST0207,2024-06-07,Sydney,NSW,2000,Groceries,4,30.39,0,4.99,Mobile App,PayPal,126.55
ORD01348,CUST0174,2024-06-07,Perth,WA,6000,Household,1,44.86,0,9.99,Online,Mastercard,54.85
ORD00844,CUST0200,2024-06-08,Townsville,QLD,4810,Household,2,30.93,10,7.99,Mobile App,Mastercard,63.66
ORD01013,CUST0080,2024-06-08,Canberra,ACT,2600,Beauty,2,34.19,5,9.99,Mobile App,Mastercard,74.95
ORD01124,CUST0033,2024-06-08,Geelong,VIC,3220,Sports,1,121.21,20,4.99,Online,Mastercard,101.96
ORD00278,CUST0022,2024-06-08,Fremantle,WA,6160,Groceries,1,16.36,15,0.0,Online,PayPal,13.91
ORD00497,CUST0094,2024-06-09,Wollongong,NSW,2500,Sports,2,182.31,20,0.0,Online,Visa,291.7
ORD01006,CUST0032,2024-06-09,Geelong,VIC,3220,Groceries,1,45.93,0,0.0,In-Store,Afterpay,45.93
ORD00311,CUST0019,2024-06-09,Canberra,ACT,2600,Groceries,4,38.57,0,4.99,Online,Visa,159.27
ORD00608,CUST0078,2024-06-10,Adelaide,SA,5000,Groceries,1,41.36,20,0.0,Online,PayPal,33.09
ORD00542,CUST0202,2024-06-10,Parramatta,NSW,2150,Fashion,1,47.46,10,0.0,Online,Mastercard,42.71
ORD00167,CUST0135,2024-06-11,Fremantle,WA,6160,Electronics,1,308.14,0,7.99,Mobile App,Mastercard,316.13
ORD01034,CUST0110,2024-06-11,Dandenong,VIC,3175,Electronics,3,460.61,0,12.99,Online,Visa,1394.82
ORD00870,CUST0151,2024-06-11,Parramatta,NSW,2150,Groceries,2,31.61,5,4.99,Mobile App,Mastercard,65.05
ORD00061,CUST0021,2024-06-11,Bunbury,WA,6230,Sports,2,71.77,15,12.99,Mobile App,Apple Pay,135.0
ORD00977,CUST0084,2024-06-12,Geelong,VIC,3220,Groceries,1,12.35,10,4.99,Online,Apple Pay,16.1
ORD00279,CUST0134,2024-06-12,Adelaide,SA,5000,Electronics,4,204.08,5,12.99,Online,Visa,788.49
ORD01323,CUST0136,2024-06-13,Wollongong,NSW,2500,Household,2,79.63,5,9.99,Mobile App,Mastercard,161.29
ORD00481,CUST0206,2024-06-13,Bunbury,WA,6230,Beauty,1,34.3,5,7.99,Online,Apple Pay,40.57
ORD01318,CUST0008,2024-06-14,Dandenong,VIC,3175,Groceries,2,37.18,10,0.0,In-Store,PayPal,66.92
ORD00169,CUST0015,2024-06-14,Wollongong,NSW,2500,Sports,1,136.91,5,7.99,In-Store,Visa,138.05
ORD01379,CUST0130,2024-06-14,Melbourne,VIC,3000,Pet Care,4,84.96,5,0.0,Mobile App,Mastercard,322.85
ORD01289,CUST0216,2024-06-14,Geelong,VIC,3220,Pet Care,3,68.84,15,7.99,Online,Visa,183.53
ORD00999,CUST0110,2024-06-14,Dandenong,VIC,3175,Baby,1,80.25,15,0.0,Online,Apple Pay,68.21
ORD00611,CUST0103,2024-06-15,Melbourne,VIC,3000,Beauty,2,41.33,0,0.0,Mobile App,Visa,82.66
ORD00698,CUST0183,2024-06-15,Fremantle,WA,6160,Beauty,3,66.91,5,12.99,Mobile App,PayPal,203.68
ORD01075,CUST0218,2024-06-15,Perth,WA,6000,Beauty,1,86.63,0,0.0,In-Store,Afterpay,86.63
ORD00334,CUST0103,2024-06-16,Melbourne,VIC,3000,Groceries,1,29.08,5,9.99,Online,Mastercard,37.62
ORD00011,CUST0119,2024-06-16,Sydney,NSW,2000,Groceries,1,26.16,0,12.99,Online,PayPal,39.15
ORD00699,CUST0046,2024-06-16,Fremantle,WA,6160,Household,1,45.48,0,12.99,Online,Afterpay,58.47
ORD00186,CUST0206,2024-06-16,Bunbury,WA,6230,Electronics,5,817.75,5,7.99,In-Store,Visa,3892.3
ORD00477,CUST0138,2024-06-18,Sydney,NSW,2000,Electronics,1,433.11,0,9.99,Online,Visa,443.1
ORD00672,CUST0146,2024-06-18,Townsville,QLD,4810,Beauty,1,50.38,0,0.0,In-Store,Apple Pay,50.38
ORD00370,CUST0157,2024-06-18,Ballarat,VIC,3350,Groceries,3,41.31,5,7.99,Mobile App,Visa,125.72
ORD00188,CUST0182,2024-06-18,Adelaide,SA,5000,Beauty,4,60.88,5,0.0,Mobile App,Apple Pay,231.34
ORD00126,CUST0065,2024-06-19,Geelong,VIC,3220,Pet Care,1,62.15,10,7.99,Online,Afterpay,63.92
ORD00741,CUST0177,2024-06-19,Parramatta,NSW,2150,Sports,2,18.87,5,9.99,Mobile App,Mastercard,45.84
ORD00683,CUST0002,2024-06-19,Gold Coast,QLD,4217,Household,1,78.84,0,4.99,Online,Visa,83.83
ORD01191,CUST0156,2024-06-20,Parramatta,NSW,2150,Groceries,4,14.07,0,9.99,Online,Visa,66.27
ORD00337,CUST0060,2024-06-20,Mount Gambier,SA,5290,Beauty,1,62.36,5,4.99,Online,Afterpay,64.23
ORD01285,CUST0004,2024-06-20,Brisbane,QLD,4000,Groceries,2,13.95,10,9.99,Online,Mastercard,35.1
ORD01131,CUST0209,2024-06-21,Parramatta,NSW,2150,Baby,2,141.12,15,12.99,Online,Mastercard,252.89
ORD00395,CUST0013,2024-06-21,Parramatta,NSW,2150,Pet Care,5,70.34,15,4.99,In-Store,Visa,303.93
ORD00969,CUST0205,2024-06-22,Cairns,QLD,4870,Baby,1,98.16,5,12.99,Mobile App,Apple Pay,106.24
ORD01394,CUST0121,2024-06-22,Geelong,VIC,3220,Fashion,1,110.66,20,4.99,Online,Visa,93.52
ORD01170,CUST0014,2024-06-22,Mount Gambier,SA,5290,Electronics,1,231.11,0,4.99,In-Store,Visa,236.1
ORD01251,CUST0167,2024-06-22,Perth,WA,6000,Beauty,1,51.22,10,7.99,Online,Afterpay,54.09
ORD00676,CUST0204,2024-06-22,Dandenong,VIC,3175,Household,1,50.19,20,4.99,In-Store,Afterpay,45.14
ORD00060,CUST0168,2024-06-22,Newcastle,NSW,2300,Fashion,3,98.17,0,9.99,Mobile App,Mastercard,304.5
ORD00451,CUST0159,2024-06-23,Melbourne,VIC,3000,Baby,1,67.1,15,12.99,Online,Visa,70.03
ORD01004,CUST0216,2024-06-23,Geelong,VIC,3220,Household,1,33.64,0,0.0,In-Store,PayPal,33.64
ORD00917,CUST0081,2024-06-23,Dandenong,VIC,3175,Beauty,2,77.26,5,9.99,In-Store,PayPal,156.78
ORD01298,CUST0146,2024-06-24,Townsville,QLD,4810,Baby,1,40.93,15,0.0,In-Store,Mastercard,34.79
ORD01082,CUST0209,2024-06-24,Parramatta,NSW,2150,Household,3,34.61,0,9.99,Online,Mastercard,113.82
ORD00375,CUST0009,2024-06-24,Newcastle,NSW,2300,Household,1,70.22,0,4.99,Online,Mastercard,75.21
ORD00460,CUST0156,2024-06-24,Parramatta,NSW,2150,Fashion,1,97.43,10,0.0,In-Store,Mastercard,87.69
ORD00412,CUST0067,2024-06-24,Melbourne,VIC,3000,Fashion,1,95.08,0,7.99,Mobile App,Visa,103.07
ORD00558,CUST0025,2024-06-25,Brisbane,QLD,4000,Electronics,1,186.68,0,9.99,Online,Visa,196.67
ORD00219,CUST0001,2024-06-25,Brisbane,QLD,4000,Pet Care,2,112.22,5,0.0,Mobile App,Mastercard,213.22
ORD00571,CUST0078,2024-06-25,Adelaide,SA,5000,Groceries,1,21.78,5,7.99,Online,Mastercard,28.68
ORD00537,CUST0141,2024-06-26,Adelaide,SA,5000,Household,5,13.72,10,9.99,In-Store,Visa,71.73
ORD01396,CUST0061,2024-06-26,Canberra,ACT,2600,Electronics,2,608.61,10,4.99,In-Store,Apple Pay,1100.49
ORD00285,CUST0164,2024-06-27,Canberra,ACT,2600,Household,1,55.61,0,4.99,Online,Mastercard,60.6
ORD01274,CUST0108,2024-06-27,Dandenong,VIC,3175,Baby,1,75.45,10,7.99,Online,Visa,75.9
ORD00622,CUST0153,2024-06-28,Wollongong,NSW,2500,Baby,2,174.72,10,0.0,Mobile App,Apple Pay,314.5
ORD00103,CUST0069,2024-06-28,Newcastle,NSW,2300,Groceries,1,52.91,0,9.99,Online,PayPal,62.9
ORD00522,CUST0179,2024-06-28,Fremantle,WA,6160,Beauty,2,12.66,0,12.99,Mobile App,PayPal,38.31
ORD00101,CUST0148,2024-06-28,Adelaide,SA,5000,Beauty,1,41.69,0,4.99,In-Store,Mastercard,46.68
ORD00956,CUST0183,2024-06-28,Fremantle,WA,6160,Fashion,2,177.61,5,7.99,Online,Afterpay,345.45
ORD00027,CUST0095,2024-06-29,Dandenong,VIC,3175,Electronics,1,181.48,5,9.99,Mobile App,Visa,182.4
ORD01276,CUST0032,2024-06-29,Geelong,VIC,3220,Baby,1,120.72,5,12.99,Online,Mastercard,127.67
ORD00453,CUST0030,2024-06-30,Newcastle,NSW,2300,Groceries,3,24.4,10,0.0,In-Store,Apple Pay,65.88
ORD00359,CUST0015,2024-06-30,Wollongong,NSW,2500,Pet Care,1,81.86,15,12.99,In-Store,Apple Pay,82.57
ORD01355,CUST0150,2024-06-30,Perth,WA,6000,Fashion,3,78.76,0,0.0,Online,Afterpay,236.28
ORD00837,CUST0183,2024-07-01,Fremantle,WA,6160,Pet Care,1,106.61,5,12.99,Online,Afterpay,114.27
ORD01345,CUST0164,2024-07-01,Canberra,ACT,2600,Groceries,5,47.93,20,7.99,Online,Visa,199.71
ORD01246,CUST0013,2024-07-01,Parramatta,NSW,2150,Household,2,76.86,15,0.0,Mobile App,Apple Pay,130.66
ORD00289,CUST0048,2024-07-02,Melbourne,VIC,3000,Household,1,57.99,5,0.0,In-Store,Mastercard,55.09
ORD00438,CUST0012,2024-07-02,Townsville,QLD,4810,Groceries,1,33.61,0,9.99,In-Store,Apple Pay,43.6
ORD01113,CUST0164,2024-07-03,Canberra,ACT,2600,Fashion,2,80.86,10,0.0,In-Store,Apple Pay,145.55
ORD00400,CUST0215,2024-07-03,Cairns,QLD,4870,Groceries,5,13.11,0,0.0,Mobile App,Visa,65.55
ORD01192,CUST0004,2024-07-03,Brisbane,QLD,4000,Baby,2,60.13,10,0.0,Mobile App,Mastercard,108.23
ORD00379,CUST0013,2024-07-03,Parramatta,NSW,2150,Household,5,105.11,5,4.99,Online,Visa,504.26
ORD00835,CUST0027,2024-07-05,Dandenong,VIC,3175,Pet Care,1,154.6,15,0.0,In-Store,Mastercard,131.41
ORD01300,CUST0006,2024-07-05,Parramatta,NSW,2150,Beauty,1,76.16,10,0.0,Online,Visa,68.54
ORD00269,CUST0148,2024-07-05,Adelaide,SA,5000,Pet Care,2,19.86,0,12.99,Online,Mastercard,52.71
ORD00502,CUST0142,2024-07-06,Sydney,NSW,2000,Household,2,36.51,15,7.99,Online,Apple Pay,70.06
ORD00319,CUST0093,2024-07-06,Perth,WA,6000,Fashion,1,161.66,0,12.99,Mobile App,Visa,174.65
ORD00828,CUST0186,2024-07-06,Ballarat,VIC,3350,Groceries,1,30.34,0,12.99,Mobile App,Visa,43.33
ORD00598,CUST0126,2024-07-06,Adelaide,SA,5000,Beauty,4,30.77,10,0.0,Online,Afterpay,110.77
ORD00621,CUST0176,2024-07-06,Geelong,VIC,3220,Fashion,1,246.39,0,12.99,Online,Mastercard,259.38
ORD01197,CUST0065,2024-07-06,Geelong,VIC,3220,Fashion,1,75.01,10,9.99,Online,Afterpay,77.5
ORD01059,CUST0127,2024-07-07,Townsville,QLD,4810,Electronics,2,256.23,10,0.0,Online,Visa,461.21
ORD01372,CUST0123,2024-07-07,Melbourne,VIC,3000,Household,1,42.04,10,12.99,Mobile App,Mastercard,50.83
ORD00239,CUST0206,2024-07-08,Bunbury,WA,6230,Fashion,1,251.47,5,7.99,Online,Visa,246.89
ORD00506,CUST0011,2024-07-08,Gold Coast,QLD,4217,Groceries,2,27.7,5,0.0,Online,Afterpay,52.63
ORD00791,CUST0203,2024-07-09,Ballarat,VIC,3350,Household,5,71.47,10,0.0,In-Store,PayPal,321.61
ORD01153,CUST0069,2024-07-09,Newcastle,NSW,2300,Fashion,2,186.81,10,0.0,Mobile App,Afterpay,336.26
ORD00184,CUST0160,2024-07-10,Sydney,NSW,2000,Baby,4,127.45,0,12.99,Mobile App,Mastercard,522.79
ORD01260,CUST0180,2024-07-11,Dandenong,VIC,3175,Sports,1,218.21,0,9.99,Online,Mastercard,228.2
ORD01121,CUST0058,2024-07-12,Wollongong,NSW,2500,Fashion,1,216.22,10,9.99,In-Store,PayPal,204.59
ORD01240,CUST0109,2024-07-12,Adelaide,SA,5000,Fashion,1,88.71,0,0.0,In-Store,Visa,88.71
ORD00654,CUST0093,2024-07-12,Perth,WA,6000,Groceries,1,22.23,10,7.99,Mobile App,Visa,28.0
ORD00110,CUST0031,2024-07-13,Brisbane,QLD,4000,Groceries,2,28.83,10,0.0,Mobile App,Visa,51.89
ORD00479,CUST0165,2024-07-14,Adelaide,SA,5000,Beauty,1,29.1,5,9.99,In-Store,Apple Pay,37.63
ORD00221,CUST0197,2024-07-14,Geelong,VIC,3220,Baby,1,132.99,10,9.99,Online,Apple Pay,129.68
ORD00725,CUST0038,2024-07-14,Fremantle,WA,6160,Beauty,3,117.07,0,12.99,Mobile App,Apple Pay,364.2
ORD01046,CUST0085,2024-07-14,Melbourne,VIC,3000,Beauty,2,92.57,10,12.99,Online,Mastercard,179.62
ORD00743,CUST0075,2024-07-15,Gold Coast,QLD,4217,Baby,3,26.49,0,0.0,Mobile App,Visa,79.47
ORD01141,CUST0123,2024-07-15,Melbourne,VIC,3000,Household,4,94.61,10,7.99,Online,Afterpay,348.59
ORD00158,CUST0009,2024-07-15,Newcastle,NSW,2300,Groceries,1,43.63,0,9.99,In-Store,Visa,53.62
ORD01092,CUST0096,2024-07-15,Melbourne,VIC,3000,Electronics,1,854.93,15,9.99,Online,Afterpay,736.68
ORD01305,CUST0192,2024-07-15,Mount Gambier,SA,5290,Household,1,42.39,0,0.0,Online,Mastercard,42.39
ORD00873,CUST0177,2024-07-15,Parramatta,NSW,2150,Fashion,2,155.39,10,0.0,Online,Apple Pay,279.7
ORD00709,CUST0160,2024-07-15,Sydney,NSW,2000,Groceries,3,24.42,5,12.99,Online,Visa,82.59
ORD00056,CUST0083,2024-07-15,Sydney,NSW,2000,Sports,2,263.7,20,0.0,Online,PayPal,421.92
ORD00422,CUST0158,2024-07-15,Geelong,VIC,3220,Electronics,2,110.14,0,12.99,Online,Mastercard,233.27
ORD00424,CUST0064,2024-07-15,Bunbury,WA,6230,Groceries,1,29.42,15,4.99,Online,Visa,30.0
ORD01093,CUST0151,2024-07-16,Parramatta,NSW,2150,Groceries,1,51.18,15,4.99,In-Store,Visa,48.49
ORD00057,CUST0012,2024-07-16,Townsville,QLD,4810,Household,2,52.97,5,12.99,In-Store,PayPal,113.63
ORD00124,CUST0113,2024-07-17,Newcastle,NSW,2300,Beauty,2,31.45,5,9.99,Online,Mastercard,69.75
ORD00287,CUST0079,2024-07-17,Cairns,QLD,4870,Groceries,4,12.61,0,0.0,Online,Visa,50.44
ORD00682,CUST0133,2024-07-17,Geelong,VIC,3220,Baby,1,68.65,0,12.99,Mobile App,Mastercard,81.64
ORD00485,CUST0143,2024-07-17,Gold Coast,QLD,4217,Groceries,2,33.11,10,12.99,Online,Mastercard,72.59
ORD00233,CUST0015,2024-07-17,Wollongong,NSW,2500,Beauty,1,67.78,20,7.99,Online,Visa,62.21
ORD00145,CUST0135,2024-07-18,Fremantle,WA,6160,Beauty,1,23.22,10,4.99,In-Store,Visa,25.89
ORD01055,CUST0074,2024-07-19,Bunbury,WA,6230,Baby,1,26.78,15,9.99,Mobile App,PayPal,32.75
ORD01303,CUST0050,2024-07-20,Parramatta,NSW,2150,Household,3,52.45,0,9.99,Online,PayPal,167.34
ORD00834,CUST0113,2024-07-21,Newcastle,NSW,2300,Beauty,3,80.08,10,0.0,Online,Mastercard,216.22
ORD00114,CUST0112,2024-07-21,Wollongong,NSW,2500,Sports,1,55.13,0,4.99,In-Store,PayPal,60.12
ORD01307,CUST0155,2024-07-22,Melbourne,VIC,3000,Sports,1,76.69,5,9.99,Online,Visa,82.85
ORD00248,CUST0159,2024-07-22,Melbourne,VIC,3000,Beauty,1,29.28,10,0.0,Online,Apple Pay,26.35
ORD00503,CUST0151,2024-07-22,Parramatta,NSW,2150,Pet Care,4,34.41,0,4.99,Online,Visa,142.63
ORD00166,CUST0142,2024-07-22,Sydney,NSW,2000,Groceries,1,34.04,15,0.0,In-Store,Afterpay,28.93
ORD00802,CUST0155,2024-07-22,Melbourne,VIC,3000,Beauty,2,18.98,15,9.99,Online,PayPal,42.26
ORD00176,CUST0088,2024-07-23,Perth,WA,6000,Beauty,1,52.46,0,9.99,Online,Mastercard,62.45
ORD01287,CUST0148,2024-07-25,Adelaide,SA,5000,Electronics,1,327.74,15,7.99,In-Store,Mastercard,286.57
ORD00301,CUST0107,2024-07-25,Wollongong,NSW,2500,Household,2,62.94,0,4.99,Online,Visa,130.87
ORD00705,CUST0061,2024-07-26,Canberra,ACT,2600,Electronics,4,639.57,5,12.99,Online,Mastercard,2443.36
ORD01142,CUST0112,2024-07-26,Wollongong,NSW,2500,Household,3,45.62,0,7.99,In-Store,Visa,144.85
ORD01039,CUST0067,2024-07-26,Melbourne,VIC,3000,Groceries,1,26.57,0,12.99,In-Store,PayPal,39.56
ORD00202,CUST0026,2024-07-27,Perth,WA,6000,Baby,1,181.43,0,7.99,Mobile App,Apple Pay,189.42
ORD00865,CUST0022,2024-07-27,Fremantle,WA,6160,Household,2,49.0,0,0.0,In-Store,Afterpay,98.0
ORD00050,CUST0062,2024-07-27,Melbourne,VIC,3000,Pet Care,1,21.63,0,0.0,Online,Apple Pay,21.63
ORD00290,CUST0050,2024-07-28,Parramatta,NSW,2150,Sports,4,23.45,20,12.99,Mobile App,Mastercard,88.03
ORD00231,CUST0165,2024-07-28,Adelaide,SA,5000,Baby,1,17.83,10,12.99,Online,Mastercard,29.04
ORD00757,CUST0122,2024-07-29,Geelong,VIC,3220,Baby,2,113.28,0,12.99,Online,Visa,239.55
ORD00710,CUST0155,2024-07-29,Melbourne,VIC,3000,Groceries,3,34.59,5,9.99,In-Store,Mastercard,108.57
ORD00860,CUST0062,2024-07-29,Melbourne,VIC,3000,Groceries,1,31.32,10,12.99,Online,PayPal,41.18
ORD01360,CUST0176,2024-07-29,Geelong,VIC,3220,Pet Care,3,56.9,5,12.99,Online,Apple Pay,175.15
ORD00563,CUST0070,2024-07-30,Fremantle,WA,6160,Fashion,3,128.26,10,12.99,Online,PayPal,359.29
ORD00669,CUST0204,2024-07-30,Dandenong,VIC,3175,Groceries,2,19.54,15,12.99,Online,Mastercard,46.21
ORD01282,CUST0051,2024-07-30,Fremantle,WA,6160,Sports,1,180.56,20,12.99,In-Store,Afterpay,157.44
ORD00651,CUST0200,2024-07-30,Townsville,QLD,4810,Beauty,3,91.23,15,12.99,Online,Visa,245.63
ORD00229,CUST0083,2024-07-30,Sydney,NSW,2000,Groceries,1,57.0,15,7.99,Online,Visa,56.44
ORD00512,CUST0048,2024-07-31,Melbourne,VIC,3000,Groceries,1,37.05,5,7.99,In-Store,PayPal,43.19
ORD00931,CUST0216,2024-08-01,Geelong,VIC,3220,Pet Care,3,90.73,5,12.99,In-Store,Afterpay,271.57
ORD00635,CUST0036,2024-08-01,Brisbane,QLD,4000,Groceries,2,30.11,0,7.99,Online,Visa,68.21
ORD00818,CUST0057,2024-08-01,Townsville,QLD,4810,Sports,4,265.1,10,4.99,Online,Visa,959.35
ORD00787,CUST0039,2024-08-01,Parramatta,NSW,2150,Sports,4,40.76,5,9.99,In-Store,Mastercard,164.88
ORD00756,CUST0002,2024-08-01,Gold Coast,QLD,4217,Groceries,1,19.7,0,9.99,Mobile App,PayPal,29.69
ORD00469,CUST0179,2024-08-01,Fremantle,WA,6160,Household,1,56.88,10,12.99,In-Store,Apple Pay,64.18
ORD01017,CUST0178,2024-08-02,Ballarat,VIC,3350,Household,4,76.36,5,9.99,Online,Visa,300.16
ORD00947,CUST0170,2024-08-02,Bunbury,WA,6230,Fashion,2,112.23,0,9.99,Online,Afterpay,234.45
ORD00764,CUST0019,2024-08-02,Canberra,ACT,2600,Fashion,1,66.59,10,9.99,Online,Afterpay,69.92
ORD01178,CUST0051,2024-08-03,Fremantle,WA,6160,Groceries,1,37.32,0,0.0,Mobile App,Apple Pay,37.32
ORD00878,CUST0026,2024-08-03,Perth,WA,6000,Sports,1,146.89,10,9.99,Mobile App,PayPal,142.19
ORD00321,CUST0016,2024-08-04,Newcastle,NSW,2300,Fashion,3,29.87,0,12.99,Mobile App,Visa,102.6
ORD00406,CUST0058,2024-08-04,Wollongong,NSW,2500,Household,3,63.09,10,9.99,In-Store,PayPal,180.33
ORD00923,CUST0138,2024-08-04,Sydney,NSW,2000,Groceries,1,21.0,0,12.99,Online,Visa,33.99
ORD01015,CUST0038,2024-08-04,Fremantle,WA,6160,Groceries,1,36.81,5,4.99,Online,Apple Pay,39.96
ORD00773,CUST0012,2024-08-05,Townsville,QLD,4810,Groceries,1,11.6,5,4.99,Mobile App,Mastercard,16.01
ORD00829,CUST0173,2024-08-05,Melbourne,VIC,3000,Fashion,2,148.72,0,12.99,Online,Visa,310.43
ORD01223,CUST0046,2024-08-05,Fremantle,WA,6160,Electronics,1,800.67,0,0.0,Online,Afterpay,800.67
ORD00958,CUST0211,2024-08-05,Perth,WA,6000,Pet Care,3,32.21,5,0.0,In-Store,Visa,91.8
ORD00836,CUST0153,2024-08-05,Wollongong,NSW,2500,Sports,1,89.58,0,0.0,Mobile App,Visa,89.58
ORD00097,CUST0087,2024-08-06,Sydney,NSW,2000,Sports,2,121.18,0,9.99,Online,Visa,252.35
ORD00666,CUST0023,2024-08-06,Melbourne,VIC,3000,Electronics,1,666.59,10,9.99,Mobile App,Visa,609.92
ORD01188,CUST0079,2024-08-06,Cairns,QLD,4870,Pet Care,2,116.81,20,0.0,Online,Mastercard,186.9
ORD01182,CUST0004,2024-08-07,Brisbane,QLD,4000,Pet Care,4,149.2,0,9.99,In-Store,PayPal,606.79
ORD00303,CUST0179,2024-08-07,Fremantle,WA,6160,Household,4,65.2,0,7.99,In-Store,Mastercard,268.79
ORD01183,CUST0112,2024-08-07,Wollongong,NSW,2500,Electronics,2,673.63,0,0.0,Online,Visa,1347.26
ORD01339,CUST0048,2024-08-07,Melbourne,VIC,3000,Household,3,14.82,5,12.99,Online,Visa,55.23
ORD01277,CUST0134,2024-08-07,Adelaide,SA,5000,Fashion,2,106.23,0,12.99,Online,Mastercard,225.45
ORD00096,CUST0168,2024-08-08,Newcastle,NSW,2300,Baby,2,105.14,10,7.99,Online,Visa,197.24
ORD00153,CUST0205,2024-08-08,Cairns,QLD,4870,Beauty,1,70.81,10,4.99,Mobile App,PayPal,68.72
ORD01331,CUST0091,2024-08-08,Dandenong,VIC,3175,Household,1,55.31,15,0.0,Online,Mastercard,47.01
ORD00637,CUST0205,2024-08-08,Cairns,QLD,4870,Groceries,3,21.61,0,7.99,In-Store,Apple Pay,72.82
ORD00617,CUST0115,2024-08-09,Melbourne,VIC,3000,Pet Care,4,112.98,5,0.0,Online,Mastercard,429.32
ORD01370,CUST0067,2024-08-09,Melbourne,VIC,3000,Sports,3,162.73,10,4.99,Online,Visa,444.36
ORD01304,CUST0151,2024-08-09,Parramatta,NSW,2150,Household,1,41.68,10,12.99,In-Store,Mastercard,50.5
ORD00856,CUST0054,2024-08-09,Melbourne,VIC,3000,Household,1,31.65,0,9.99,Mobile App,Visa,41.64
ORD00425,CUST0017,2024-08-10,Melbourne,VIC,3000,Sports,1,52.3,0,9.99,In-Store,Apple Pay,62.29
ORD00946,CUST0018,2024-08-10,Brisbane,QLD,4000,Groceries,1,13.94,0,7.99,Online,PayPal,21.93
ORD00922,CUST0049,2024-08-11,Brisbane,QLD,4000,Sports,1,32.02,0,7.99,In-Store,PayPal,40.01
ORD00974,CUST0103,2024-08-11,Melbourne,VIC,3000,Beauty,1,46.84,5,9.99,Online,Visa,54.49
ORD01302,CUST0024,2024-08-11,Parramatta,NSW,2150,Household,1,45.92,5,12.99,Online,Mastercard,56.61
ORD00754,CUST0037,2024-08-12,Sydney,NSW,2000,Pet Care,1,36.26,0,7.99,Online,Mastercard,44.25
ORD01200,CUST0127,2024-08-12,Townsville,QLD,4810,Baby,3,62.81,15,7.99,Mobile App,Mastercard,168.16
ORD00040,CUST0203,2024-08-12,Ballarat,VIC,3350,Household,5,31.72,10,9.99,Online,Afterpay,152.73
